Sample,X,Y,Z
895,0.004,-0.094,0.969
896,-0.043,0.027,1.074
897,0.059,0.016,0.973
898,0.047,-0.293,0.832
899,0.098,-0.504,0.852
900,-0.125,-0.336,1.043
901,-0.492,-0.117,1.164
902,-0.184,-0.215,1.102
903,-0.102,-0.406,0.930
904,-0.082,-0.586,0.961
905,-0.129,-0.289,1.125
906,-0.227,-0.035,1.191
907,-0.066,-0.254,0.961
908,0.223,-0.582,0.781
909,0.164,-0.500,0.855
910,0.102,-0.109,1.094
911,-0.207,-0.023,1.117
912,0.031,-0.352,0.969
913,0.109,-0.453,0.914
914,0.105,-0.086,1.000
915,-0.105,-0.180,0.980
916,0.102,-0.379,0.941
917,0.105,-0.223,1.035
918,0.004,-0.082,1.062
919,0.172,-0.125,0.945
920,0.082,-0.266,0.945
921,0.121,-0.324,1.035
922,-0.074,-0.262,1.094
923,-0.035,-0.129,1.102
